instruction_category,images,images_blip2_captions,instruction,reference_output,LlamaAdapter-v2 prediction
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/630_nlvr2_test1-230-1-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/631_nlvr2_test1-230-1-img1.png""]","[""three octopus mugs sitting on a table"", ""an octopus shaped coffee mug on a gray surface""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There is a red octopus.",Yes,[SKIPPED]
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/632_nlvr2_test1-218-3-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/633_nlvr2_test1-218-3-img1.png""]","[""two small chihuahuas sitting on a couch with a pink heart pillow"", ""a small white chihuahua wearing a pink dress""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: None of the dogs in these images are wearing clothing.",No,[SKIPPED]
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/634_nlvr2_test1-135-0-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/635_nlvr2_test1-135-0-img1.png""]","[""an antelope with long horns standing in a field"", ""a man posing with an antelope in the desert""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There are two antelopes in total.",Yes,[SKIPPED]
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/636_nlvr2_test1-118-0-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/637_nlvr2_test1-118-0-img1.png""]","[""a female doctor holding a syool in her hand"", ""a little girl holding a syringe stock photo""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: Both doctors are women, and holding syringes.",Yes,[SKIPPED]
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/638_nlvr2_test1-223-3-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/639_nlvr2_test1-223-3-img1.png""]","[""a bottle of beer with a red lid"", ""a set of three beer bottles with different designs""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There is a road in front of the building at the bottom of the picture in the AFTER image.",No,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/640_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/641_imagecode_img10.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/642_imagecode_img31.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/643_imagecode_img36.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/644_imagecode_img53.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/645_imagecode_img55.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/646_imagecode_img5.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/647_imagecode_img62.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/648_imagecode_img75.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/649_imagecode_img83.jpg""]","[""a group of three women standing on the street"", ""a woman in a bikini standing next to a man"", ""a group of women walking down a street"", ""a woman in a blue dress walking down the street"", ""a woman in a blue dress is walking down the street"", ""a woman in a blue dress is walking down the street"", ""a group of three women walking down a street"", ""a woman in a blue dress walking down the street"", ""a group of women walking down the street"", ""a woman in a dress is walking down the street""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",1/img_75.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/650_imagecode_img519.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/651_imagecode_img525.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/652_imagecode_img531.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/653_imagecode_img537.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/654_imagecode_img560.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/655_imagecode_img567.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/656_imagecode_img584.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/657_imagecode_img642.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/658_imagecode_img668.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/659_imagecode_img698.jpg""]","[""a group of girls standing in front of a tent"", ""a group of girls standing in front of a tent"", ""a group of girls standing in front of a tent"", ""a group of girls standing in front of a tent"", ""a group of girls standing in front of a tent"", ""a group of girls standing in front of a tent"", ""a group of people standing around a tent in the woods"", ""a group of young women standing in front of a tent"", ""a group of young women standing near a tent"", ""a group of young girls standing near a tent""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",2/img_584.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/660_imagecode_img143.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/661_imagecode_img178.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/662_imagecode_img180.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/663_imagecode_img181.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/664_imagecode_img186.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/665_imagecode_img195.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/666_imagecode_img213.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/667_imagecode_img220.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/668_imagecode_img221.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/669_imagecode_img95.jpg""]","[""a person is making a cake with a green leaf on it"", ""a person is cutting a green leaf out of a piece of paper"", ""a person's hands are on top of a cutting board"", ""a person's hands on top of a cutting board"", ""a person's hands are on top of a piece of paper"", ""a person is cutting a piece of paper with a knife"", ""a person's hands on top of a piece of paper"", ""a person's hands are on top of a yellow dough"", ""a person's hands on a cutting board with a yellow object"", ""a person is making a cake with a green leaf on it""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",3/img_186.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/670_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/671_imagecode_img133.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/672_imagecode_img199.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/673_imagecode_img223.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/674_imagecode_img396.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/675_imagecode_img515.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/676_imagecode_img539.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/677_imagecode_img557.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/678_imagecode_img571.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/679_imagecode_img575.jpg""]","[""a bowl of salad with tomatoes, cucumbers and onions"", ""a person is preparing a salad in a glass bowl"", ""a person is preparing a salad in a bowl"", ""a person is preparing a salad in a bowl"", ""a person is preparing a salad in a bowl"", ""pomegranate and tomato salad"", ""pomegranate and tomato salad"", ""a person is preparing a salad in a bowl"", ""pomegranate salad recipe - pomegranate salad recipe - pomegranate salad recipe - pome"", ""pomegranate and tomato salad""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",4/img_223.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/680_imagecode_img30.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/681_imagecode_img31.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/682_imagecode_img33.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/683_imagecode_img35.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/684_imagecode_img45.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/685_imagecode_img46.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/686_imagecode_img47.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/687_imagecode_img48.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/688_imagecode_img49.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/689_imagecode_img51.jpg""]","[""a man is cutting up a piece of meat on a table"", ""two men cutting a large piece of meat on a table"", ""two men preparing food on a table in a backyard"", ""two men are preparing food on a table"", ""a man is cutting up a piece of meat on a table"", ""a man cutting up a piece of meat on a table"", ""a man is cutting up a piece of meat on a table"", ""a man is cutting up a chicken on a table"", ""a man is cutting up a pig on a table"", ""a man is cutting up a turkey on a table""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",5/img45.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/690_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/691_imagecode_img10.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/692_imagecode_img15.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/693_imagecode_img18.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/694_imagecode_img20.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/695_imagecode_img21.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/696_imagecode_img24.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/697_imagecode_img27.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/698_imagecode_img4.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/699_imagecode_img7.jpg""]","[""a person is mixing two shades together on a table"", ""a person is holding a piece of gray fur"", ""i'm mixing two blankets together"", ""i'm mixing two shades together"", ""i'm mixing two shades together"", ""a person is holding two pieces of wool together"", ""a person is holding two pieces of wool together"", ""a person is holding a piece of wool on top of a table"", ""a person is making two shades of gray together"", ""a person is mixing two shades of wool together""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",6/img_21.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/700_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/701_imagecode_img1.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/702_imagecode_img2.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/703_imagecode_img3.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/704_imagecode_img4.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/705_imagecode_img5.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/706_imagecode_img6.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/707_imagecode_img7.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/708_imagecode_img8.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/709_imagecode_img9.jpg""]","[""a notebook, a laptop and a cup of coffee on a table"", ""a black and white photo of a laptop on a table"", ""a black and white photo of a person using a keyboard and mouse"", ""a newspaper and a cup of coffee on a wooden table"", ""a black and white photo of a notebook with a pen"", ""a notebook on a desk with a pen and glasses"", ""a pile of papers and a cup of coffee on a desk"", ""a laptop computer sitting on a wooden desk"", ""a person writing on a piece of paper"", ""a black and white photo of a cat on a desk""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",7/img_8.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/710_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/711_imagecode_img1.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/712_imagecode_img2.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/713_imagecode_img3.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/714_imagecode_img4.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/715_imagecode_img5.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/716_imagecode_img6.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/717_imagecode_img7.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/718_imagecode_img8.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/719_imagecode_img9.jpg""]","[""christina aguilera - starry eyed"", ""christina aguilera - scream"", ""christina aguilera ft rihanna - ft rihanna - "", ""christina aguilera - eat your heart out"", ""a blond woman in a colorful dress holding a microphone"", ""lady gaga in concert"", ""nicki minaj at the american music awards"", ""christina aguilera wallpapers christina aguilera wallpapers christina aguiler"", ""a woman with a white wig is posing for a black and white photo"", ""a woman in a white swimsuit leaning against a pink door""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",8/img_1.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/720_imagecode_img252.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/721_imagecode_img256.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/722_imagecode_img265.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/723_imagecode_img268.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/724_imagecode_img275.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/725_imagecode_img281.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/726_imagecode_img287.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/727_imagecode_img298.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/728_imagecode_img302.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/729_imagecode_img311.jpg""]","[""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down a road"", ""a black lamborghini driving down a country road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down a street""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",9/img_256.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/730_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/731_imagecode_img16.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/732_imagecode_img25.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/733_imagecode_img40.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/734_imagecode_img53.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/735_imagecode_img60.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/736_imagecode_img69.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/737_imagecode_img72.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/738_imagecode_img81.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/739_imagecode_img91.jpg""]","[""a wedding ceremony is taking place under an umbrella"", ""a group of people standing under umbrellas at a wedding ceremony"", ""a group of people sitting under umbrellas at an outdoor event"", ""a group of people sitting under umbrellas at a wedding"", ""a crowd of people standing under umbrellas"", ""a crowd of people with umbrellas at an outdoor event"", ""a wedding ceremony with people holding umbrellas"", ""a crowd of people with umbrellas at a wedding ceremony"", ""a crowd of people with umbrellas at a wedding"", ""a crowd of people holding umbrellas at an outdoor event""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",10/img_69.jpg,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/740_vasr_rotting_32.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/741_vasr_rotting_201.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/742_vasr_spoiling_202.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/743_vasr_falling_273.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/744_vasr_spoiling_50.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/745_vasr_overflowing_283.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/746_vasr_flaming_144.jpg""]","[""rotten apple on white background"", ""a sandwich with meat and vegetables on a white plate"", ""a bowl of fruit on a wooden table"", ""an apple orchard with a lot of apples on the ground"", ""a blue plate on a white surface"", ""a variety of fruits and vegetables are arranged in baskets"", ""a plate of pudding with blue flames on it""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",1,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/747_vasr_patting_76.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/748_vasr_patting_183.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/749_vasr_whipping_171.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/750_vasr_whipping_163.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/751_vasr_patting_168.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/752_vasr_whipping_144.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/753_vasr_whipping_73.jpg""]","[""a man petting a horse in front of a white fence"", ""two men in suits hugging each other in a field"", ""a woman riding a horse in a field"", ""a girl in cowboy gear riding a horse in an arena"", ""a man is being checked at an airport"", ""a man and woman in orange outfits standing in a parking lot"", ""a group of cowboys herding cattle""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",2,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/754_vasr_recuperating_2.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/755_vasr_recuperating_31.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/756_vasr_licking_30.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/757_vasr_licking_165.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/758_vasr_licking_29.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/759_vasr_smiling_190.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/760_vasr_licking_14.jpg""]","[""a child in a hospital bed"", ""a cat in a bathrobe with cucumbers on his eyes"", ""a boy with tomato sauce on his tongue"", ""a boy with a green lollipop sticking out of his mouth"", ""a young boy eating an ice cream cone"", ""a collage of pictures of animals with different captions"", ""a cat with its tongue sticking out""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/761_vasr_drooling_27.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/762_vasr_drooling_72.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/763_vasr_yawning_89.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/764_vasr_drooling_28.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/765_vasr_sniffing_302.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/766_vasr_sniffing_38.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/767_vasr_yawning_224.jpg""]","[""a cat with its mouth open and its tongue sticking out"", ""a dog wearing a harness"", ""a cat sitting on a blue couch with its mouth open"", ""a brown dog in the snow"", ""a black and white cat being fed by a person's hand"", ""tabby cat smelling a white rose - stock image"", ""an english bulldog yawning on a white background""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/768_vasr_stampeding_114.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/769_vasr_stampeding_34.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/770_vasr_wading_53.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/771_vasr_stampeding_197.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/772_vasr_wading_165.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/773_vasr_stampeding_7.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/774_vasr_splashing_73.jpg""]","[""a herd of reindeer in a forest greeting card"", ""a herd of horses running in a dusty field"", ""a black and white cow wading in a river"", ""a horse pulling a wagon in front of a crowd"", ""donkeys and horses crossing a stream in the woods - stock photo"", ""a group of people riding horse drawn carriages on a dirt track"", ""a cow in the water""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",2,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/775_vasr_wringing_162.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/776_vasr_wringing_47.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/777_vasr_sewing_44.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/778_vasr_putting_26.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/779_vasr_smelling_331.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/780_vasr_putting_41.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/781_vasr_sewing_99.jpg""]","[""two hands shaking money from a pile of money"", ""a man washing a bowl with a towel"", ""a man sewing money on a sewing machine stock photo, a picture of a man sewing money on a sewing machine"", ""a hand putting money into a pink piggy bank"", ""the denver broncos football player is wiping his face"", ""a man putting money into a piggy bank in front of the state of minnesota flag"", ""a person is using an embroidery machine to make a heart on a green hoop""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/782_vasr_sprinting_214.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/783_vasr_sprinting_78.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/784_vasr_crouching_96.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/785_vasr_installing_90.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/786_vasr_inflating_68.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/787_vasr_crouching_122.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/788_vasr_nuzzling_272.jpg""]","[""a man running on a grassy field"", ""a cheetah running through a dry field"", ""asian businessman cleaning the beach with a broom - stock image"", ""a man installing a tv antenna on top of a roof"", ""a man repairing a tire with an air pump"", ""a cheetah in a zoo"", ""two cheetahs and a gazelle in a field""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",3,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/789_vasr_grinning_290.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/790_vasr_grinning_266.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/791_vasr_pouting_95.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/792_vasr_grinning_215.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/793_vasr_nuzzling_300.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/794_vasr_grinning_202.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/795_vasr_pouting_122.jpg""]","[""a monkey is smiling with its mouth open"", ""prince harry smiles in a suit and tie"", ""a close up of a white and black monkey"", ""a man in a bathtub talking on the phone - stock image"", ""a monkey is holding a kitten in its arms"", ""al qaida leader osama bin laden"", ""a young boy making a funny face""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/796_vasr_plunging_164.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/797_vasr_plunging_229.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/798_vasr_wading_177.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/799_vasr_plunging_35.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/800_vasr_wading_237.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/801_vasr_wading_9.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/802_vasr_wading_224.jpg""]","[""a man diving into a body of water"", ""two pelicans in the water with their wings spread"", ""a man fishing in a lake with mountains in the background - stock image"", ""a bird is splashing water in the water"", ""a small bird wading in the water on a beach"", ""a man walking on the beach with a surfboard"", ""a man in waders fishing in a river""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",2,[SKIPPED]
