instruction_category,images,images_blip2_captions,instruction,reference_output
Physical Knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/298_tested_skill_solving_geometry_problems_Find_the_value_of_in_this_triangle.png""]","[""a triangle with two sides and two angles""]",What is this combination of molecules known as?  Why does it have three different colors?  Why does its texture and shape change to this after being being exposed to heat in a pan for awhile?,
Physical Knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/447_tested_skill_physical_knowledge_31580887472_25df473636_b.png""]","[""a man is riding a skateboard down the side of a dam""]",What adaptation allows this animal to be in this position?  What would happen if they fell?,
Physical Knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/448_tested_skill_physical_knowledge_10698156743_1ff4d9cba3_b.png""]","[""a space shuttle lifts off with birds flying around it""]",What is different between how the smaller objects and the single large one in the center of the image are able to achieve the heights they have? Are they overcoming the same force?,
Physical Knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/449_tested_skill_physical_knowledge_6164098357_909b3e467b_b.png""]","[""a slug crawling on top of a wooden surface""]",What happens if you pour salt on this creature?,
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/450_rcc_clevr_default_006594.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/451_rcc_clevr_semantic_006594.png""]","[""a 3d model of a blue cube, a purple cube and a blue egg"", ""a 3d model of an egg, a cube and a cuboid""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the tiny cylinder changed to brown
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/452_rcc_clevr_default_006580.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/453_rcc_clevr_semantic_006580.png""]","[""a 3d rendering of some colored cubes"", ""a 3d model of some colored cubes on a white surface""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the red matte cube changed to green
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/454_rcc_clevr_default_002360.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/455_rcc_clevr_semantic_002360.png""]","[""a 3d model of various colored spheres and cubes"", ""a 3d model of various colored spheres and cubes""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the large cyan thing changed to brown
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/456_rcc_clevr_default_002740.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/457_rcc_clevr_semantic_002740.png""]","[""a 3d rendering of some colored balls and cubes"", ""a 3d model of some colored balls and cubes""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the blue ball changed to yellow
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/458_rcc_clevr_default_000992.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/459_rcc_clevr_semantic_000992.png""]","[""a 3d model of a ball and cubes on a gray surface"", ""a 3d model of a yellow ball and some cubes""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the matte cylinder became purple
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/460_rcc_clevr_default_007766.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/461_rcc_clevr_semantic_007766.png""]","[""a 3d model of some colored cubes on a gray surface"", ""a 3d rendering of a bunch of colored cubes""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the purple metallic object became gray
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/462_rcc_clevr_default_005483.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/463_rcc_clevr_semantic_005483.png""]","[""a 3d rendering of a group of colored cylinders"", ""a group of colored cylinders on a gray surface""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the big metallic cylinder changed to brown
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/464_rcc_clevr_default_000979.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/465_rcc_clevr_semantic_000979.png""]","[""a 3d model of various colored cubes and spheres"", ""a 3d model of various colored cubes and spheres""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the tiny purple metal cube left of the brown block changed to red
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/466_rcc_clevr_default_007114.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/467_rcc_clevr_semantic_007114.png""]","[""a 3d model of some colored cubes and a ball"", ""a 3d rendering of a bunch of colored cubes""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the large metallic cube changed to gray
rcc,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/468_rcc_clevr_default_004556.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/469_rcc_clevr_semantic_004556.png""]","[""3d model of spheres, cubes and balls"", ""a 3d rendered image of a bunch of different colored spheres and cubes""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with clear semantic differences. Please study them carefully to find out as the differences between the BEFORE image and the AFTER image.",the large rubber ball turned purple
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/470_spot_the_diff_256.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/471_spot_the_diff_256_2.png""]","[""a parking lot full of parked cars"", ""a parking lot with several cars parked in it""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.","person with umbrella is gone, person with red coat is moved, car up at top to left is now missing"
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/472_spot_the_diff_294.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/473_spot_the_diff_294_2.png""]","[""an aerial view of a parking lot with parked cars"", ""an aerial view of a parking lot with parked cars""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",on the top left side of the AFTER image there is a red car that is not in the BEFORE image
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/474_spot_the_diff_67.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/475_spot_the_diff_67_2.png""]","[""a parking lot with cars parked in it"", ""a parking lot with a lot of parked cars""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",in the AFTER image there is an additional person not displayed in the BEFORE image
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/476_spot_the_diff_324.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/477_spot_the_diff_324_2.png""]","[""a parking lot full of parked cars"", ""a parking lot with a lot of parked cars""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",there is a group of maybe four people walking on the left side of the road
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/478_spot_the_diff_300.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/479_spot_the_diff_300_2.png""]","[""a parking lot with a lot of parked cars"", ""a parking lot with a lot of parked cars""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",there is a car pulling in the parking area in the first picture and a different car is pulling into the parking area in the second. there is a car driving away from the photographer in the right side lane of parking
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/480_spot_the_diff_191.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/481_spot_the_diff_191_2.png""]","[""a parking lot full of parked cars"", ""a parking lot with a lot of parked cars""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.","there is another silver van parked in the center, there is what appears to be a person walking down the left side of the road in the AFTER picture and not on the BEFORE"
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/482_spot_the_diff_61.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/483_spot_the_diff_61_2.png""]","[""a parking lot with cars parked in it"", ""a parking lot with a lot of parked cars""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",the person walking is no longer there
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/484_spot_the_diff_151.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/485_spot_the_diff_151_2.png""]","[""a parking lot with cars parked in it"", ""a parking lot with a lot of parked cars""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",black car missing from bottom left corner
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/486_spot_the_diff_11609.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/487_spot_the_diff_11609_2.png""]","[""an aerial view of a parking lot with cars parked in it"", ""an aerial view of a parking lot with many cars parked""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",there is a black car exiting the lot towards the middle of the frame
spot_the_diff,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/488_spot_the_diff_12766.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/489_spot_the_diff_12766_2.png""]","[""an aerial view of a parking lot with cars parked in it"", ""an aerial view of a parking lot with many cars parked""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER that are very similar, but with subtle differences. Please study them carefully to find out as many differences as you can for distinguishing AFTER image from the BEFORE image.",you can see the back of a black car driving down on of the aisles in the center right
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/490_irfl_metaphor_lion-male-roar_square.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/491_irfl_metaphor_5vwj5n8x-1394488827.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/492_irfl_metaphor_battlefield-reconstruction-battle-second-world-war-battle-sevastopol-reconstruction-battle-with-explosions_131638-550.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/493_irfl_metaphor_0803kayla-jump.jpg""]","[""a lion standing in a field with its mouth open"", ""a young girl sitting at a desk with her hands on her head"", ""a group of people running through a field with smoke coming out of the ground"", ""women's judo at the london 2012 olympics""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: a lion on the battlefield",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/494_irfl_metaphor_1-flipped-classroom.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/495_irfl_metaphor_2a1458031f8b278c86108d9e6cf6ad705a-paradise-flying-snake.rsquare.w700.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/496_irfl_metaphor_juvenilegreathorned+owl.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/497_irfl_metaphor_cat_november_2010-1a.jpg""]","[""a woman sitting at a desk in the dark with a laptop and books"", ""a green snake sits on top of a leaf"", ""a young owl is perched on a tree branch"", ""a cat sitting on a ledge""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: a night owl",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/498_irfl_metaphor_cat_november_2010-1a.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/499_irfl_metaphor_enclib.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/500_irfl_metaphor_lazy-man.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/501_irfl_metaphor_istockphoto-477714307-612x612.jpg""]","[""a cat sitting on a ledge"", ""the books are blue and red"", ""a man laying on a couch with a remote control"", ""a man walking with an elderly woman holding a basket""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: an angel",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/502_irfl_metaphor_morning-blanket-of-snow_staats15156.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/503_irfl_metaphor_comment se forme la neige.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/504_irfl_metaphor_grv.originalweighted.grey.pdp1.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/505_irfl_metaphor_luxury-homes-in-dallas.jpg""]","[""a snowy scene with trees covered in snow"", ""a snowflake sits on top of a blue background"", ""a stack of grey blankets on a white background"", ""the exterior of a modern home with large windows""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: blanket of snow",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/506_irfl_metaphor_lee2-1024x625.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/507_irfl_metaphor_adobestock_64976455.jpeg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/508_irfl_metaphor_1493918933-roa060117fea-raptor10.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/509_irfl_metaphor_17421622-portrait-of-a-man-driving-a-car.jpg""]","[""a dog stands in front of an old tank"", ""a man's heart is highlighted in blue"", ""the 2020 ford f - 150 raptor is driving down the road"", ""a young man driving a car stock photo - 7633""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: he drives a tank",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/510_irfl_metaphor_shutterstock_752375134-1024x672.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/511_irfl_metaphor_detailed-drawing-of-a-human-heart-in-retro-style-vector-40348717.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/512_irfl_metaphor_107088808-16578113242022-07-14t143236z_487684097_rc2xav9vo6ui_rtrmadp_0_swiss-gold.jpeg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/513_irfl_metaphor_945_4367517.jpg""]","[""a group of people standing around a table with bags of food"", ""human heart vector | price 1 credit usd $1"", ""gold bars are stacked on top of each other"", ""a snowy forest at sunset with trees covered in snow""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: heart of gold",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/514_irfl_metaphor_homework stress.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/515_irfl_metaphor_happy-kid-showing-like-sign_23-2148244750.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/516_irfl_metaphor_ejp7oveu8aabu8y.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/517_irfl_metaphor_im4.jpg""]","[""a young girl leaning over a desk with her head on a book"", ""a smiling boy showing thumbs up on a yellow background"", ""a mother and daughter sitting at a desk with books and pencils"", ""a grassy field with trees in the background""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: homework is a breeze",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/518_irfl_metaphor_beach-umbrella.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/519_irfl_metaphor_ocean-quotes-index-1624414741.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/520_irfl_metaphor_bb388448cc4794c1de1d8141b46dab51.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/521_irfl_metaphor_guest_d421269d-ba7e-4c51-964c-681325e2d695.jpg""]","[""a woman laying on the beach under a colorful umbrella"", ""a person riding a wave in the ocean"", ""a large crowd of people holding umbrellas"", ""a rainbow colored umbrella is open on a white surface""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: sea of umbrellas",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/522_irfl_metaphor_s-l500.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/523_irfl_metaphor_female-professor.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/524_irfl_metaphor_81ysgoj9+rl.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/525_irfl_metaphor_man-walking-1024x651.jpg""]","[""a row of brown leather books on a shelf"", ""a woman standing in front of a chalkboard holding a book"", ""a statue of justice holding a sword and scales"", ""a man jogging on the beach""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: walking encyclopedia",
irfl_metaphor,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/526_irfl_metaphor_pexels-andre-cook-396714.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/527_irfl_metaphor_broadway-new-york_gettyimages-588653038.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/528_irfl_metaphor_44207-b580.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/529_irfl_metaphor_nice-2209823_1280.jpg""]","[""palm trees on a hillside"", ""a busy street in new york city at night"", ""this is a rendering of modern house plans"", ""a reflection of buildings in a pool in a city""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following metaphor: jungle city",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/530_winogavil_eagle.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/531_winogavil_teepee.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/532_winogavil_factory.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/533_winogavil_metal.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/534_winogavil_ash.jpg""]","[""a bald eagle landing on the water"", ""a teepee tent in a child's room"", ""an assembly line of cars in a factory"", ""a pile of metal bars on a white background"", ""pokemon pikachu cartoon, hd png download""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/535_winogavil_school.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/536_winogavil_card.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/537_winogavil_outfit.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/538_winogavil_cut.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/539_winogavil_spades.jpg""]","[""a classroom full of desks and chairs"", ""a gold credit card on a gray background"", ""a woman in ripped jeans and a cardigan leaning against a brick wall"", ""a person cutting carrots with a knife"", ""a black spade symbol on a white background""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/540_winogavil_disc.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/541_winogavil_field.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/542_winogavil_spy.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/543_winogavil_yak.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/544_winogavil_green.jpg""]","[""a sanding disc on a white background"", ""a green field with white clouds and blue sky"", ""a man in a suit and hat vector art illustration"", ""a yak with long horns standing on a white background"", ""a green screen with a black background""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/545_winogavil_drugs.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/546_winogavil_film.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/547_winogavil_puppy.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/548_winogavil_needle.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/549_winogavil_venus.jpg""]","[""a variety of pills and capsules on a blue background"", ""a black and white film reel with a yellow strip on it royalty - free vector art illustration"", ""a close up of a brown puppy looking at the camera"", ""a blue plastic tube with a black handle"", ""a close up of the planet venus""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/550_winogavil_thief.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/551_winogavil_cone.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/552_winogavil_bush.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/553_winogavil_peak.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/554_winogavil_cheese.jpg""]","[""a thief running with a sack of money"", ""an orange traffic cone on top of a black base"", ""a man in a suit and tie"", ""a man standing on top of a mountain holding a flag"", ""a box of processed cheese on a white background""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/555_winogavil_food.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/556_winogavil_prune.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/557_winogavil_art.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/558_winogavil_water.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/559_winogavil_newt.jpg""]","[""quinoa salad with chicken, avocado, spinach and chickpeas"", ""a cup of sunsweet amazon plums"", ""the scream by edvard munch"", ""a glass of water with a splash of water"", ""a black and yellow lizard swimming in the water""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/560_winogavil_quiz.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/561_winogavil_supermarket.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/562_winogavil_green.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/563_winogavil_nose.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/564_winogavil_snot.jpg""]","[""an owl surrounded by question marks on an orange background"", ""an aisle in a grocery store with a lot of food"", ""a green screen with a black background"", ""a close up of a person's nose"", ""a man in a black hoodie with his hands on his head""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/565_winogavil_chimp.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/566_winogavil_ring.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/567_winogavil_money.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/568_winogavil_bill.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/569_winogavil_tag.jpg""]","[""a chimpanzee sitting on a log with his hand on his head"", ""swarovski solitaire ring in white gold"", ""a person's hand holding a stack of money"", ""a receipt with a barcode on it stock photo"", ""a red sold tag on a white background""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/570_winogavil_brake.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/571_winogavil_sack.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/572_winogavil_bathroom.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/573_winogavil_salad.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/574_winogavil_green.jpg""]","[""a red brake disc and rotor on a white background"", ""a sack of jute on a white background"", ""a modern bathroom with a blue and white tiled floor"", ""a bowl of salad with tomatoes, cucumbers and carrots"", ""a green screen with a black background""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
winogavil,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/575_winogavil_suit.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/576_winogavil_powder.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/577_winogavil_jewelry.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/578_winogavil_shirt.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/579_winogavil_trail.jpg""]","[""a man wearing a black suit and tie"", ""a compact pressed powder foundation on a white background"", ""a set of gold jewelry on a dark background stock photo"", ""a man in a black t - shirt holding a water bottle"", ""a hiker walking up a rocky mountain on a foggy day""]","Given a set of five images (Image 1, Image 2, Image 3, Image 4, Image 5), a cue, and a number K, the task is to select the K images out of the five images that best fits the association.",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/580_irfl_idiom_day-night-concept-conceptual-image-opposition-31525162.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/581_irfl_idiom_up-yeah_yeah_yeahs_.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/582_irfl_idiom_bad-ceo-firing-incompetent-intern-260nw-1281031489.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/583_irfl_idiom_commons_reasons_fired.jpg""]","[""a tree in the middle of a field with a full moon in the sky"", ""two men and a woman are posing for a photo"", ""a man pointing at a woman in an office"", ""a man leaning against a wall looking up""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: heads will roll",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/584_irfl_idiom_636354759780086599womanrunningaway.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/585_irfl_idiom_17457925_10212424265351479_9080891065408871367_n.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/586_irfl_idiom_up-yeah_yeah_yeahs_.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/587_irfl_idiom_day-night-concept-conceptual-image-opposition-31525162.jpg""]","[""a woman jumping with a suitcase in the air"", ""a drawing of a person sitting at a desk with a laptop"", ""two men and a woman are posing for a photo"", ""a tree in the middle of a field with a full moon in the sky""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: take to the hills",
