Input.image_url,Instruction Category,Image,Dense Caption,instruction,GPT4 Output,GPT4 Input
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/44_tested_skill_climate_and_weather_understanding_7fd2932dced26fdc.png,Climate and Weather understanding,,The image is of a solar panel facing upward toward the sky. In the background are palm trees and a building.,How can the weather help the main item in the picture?,Sunny weather can help the solar panel in the picture by providing sunlight for it to convert into electricity.,"Consider an image depicted by: ""The image is of a solar panel facing upward toward the sky. In the background are palm trees and a building."". 
Now, answer the following question concisely: ""How can the weather help the main item in the picture?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/167_tested_skill_hazard_identification_92b230d8b0b7a1ac.png,Hazard Identification,,There are two white gas tanks inside a fenced area. They are next to another tank that looks burnt.,What is the dangers and how can you remain safe?,"The dangers include potential gas leaks, explosions, or fire hazards from the burnt tank. To remain safe, maintain a safe distance, avoid open flames or sparks, and report any suspicious activity or damage to authorities.","Consider an image depicted by: ""There are two white gas tanks inside a fenced area. They are next to another tank that looks burnt."". 
Now, answer the following question concisely: ""What is the dangers and how can you remain safe?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/138_tested_skill_game_playing_3da897f1c876a643.png,Game Playing,,The are several mah jong tiles on a wood table. The tiles are facing up.,Can you play this game by yourself?  Is there an available play possible with the pieces shown?,"Yes, you can play Mah Jong solitaire by yourself. It is unclear if there is an available play possible with the pieces shown, as the specific tiles are not described.","Consider an image depicted by: ""The are several mah jong tiles on a wood table. The tiles are facing up."". 
Now, answer the following question concisely: ""Can you play this game by yourself?  Is there an available play possible with the pieces shown?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/142_tested_skill_gardening_tips_261116ab4b051910.png,Gardening Tips,,"There is a stucco wall behind a white criss-cross trellis that has dark, vibrant green vines climbing up it, with over 20 bright red roses blooming on the vines. The roses don't quite reach the top, with 2 empty rows of the trellis above the roses, and the right side having additional space. There is a small metal spigot off to the left side of the image, near the ground.",How do you get them to climb the trellis?,"To get the vines to climb the trellis, gently weave their stems through the criss-cross pattern and secure them with ties if needed, encouraging upward growth.","Consider an image depicted by: ""There is a stucco wall behind a white criss-cross trellis that has dark, vibrant green vines climbing up it, with over 20 bright red roses blooming on the vines. The roses don't quite reach the top, with 2 empty rows of the trellis above the roses, and the right side having additional space. There is a small metal spigot off to the left side of the image, near the ground."". 
Now, answer the following question concisely: ""How do you get them to climb the trellis?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/262_tested_skill_fashion_products_Bed_head_curling_iron.png,Fashion products,,There is a Bed Head curling iron with a green handle and green tip laying on a tan surface.  It has a black cord.  The on and off switch is gray and on the green handle.,"What is this, what does it do, and how do you use it correctly?","This is a Bed Head curling iron with a green handle and tip, used for curling hair. To use it correctly, plug in the black cord, turn on the gray switch, and wrap sections of hair around the heated barrel to create curls.","Consider an image depicted by: ""There is a Bed Head curling iron with a green handle and green tip laying on a tan surface.  It has a black cord.  The on and off switch is gray and on the green handle."". 
Now, answer the following question concisely: ""What is this, what does it do, and how do you use it correctly?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/188_tested_skill_house_plan_understanding_9dfe1376db871f93.png,House Plan Understanding,,"The image shows the upper level floor plan for a house being built by CGA Construction in Oklahoma. The rooms on the floor plan are as follows:
- There is a bathroom which has two doors leading off it. The first door leads to a small series of stairs and a playroom. The second doorway leads to a dressing room.
- The dressing room has two doorways leading off it, and an open plan entrance connecting it to the bedroom. The two doorways lead separately to the bathroom and the walk-in closet. The walk-in closet is a dead end which reaches only the dressing room.
- As well as being connected to the dressing room, the bedroom has a doorway which leads to two separate locations. Firstly, there is a staircase leading downstairs. Secondly, there is a short staircase leading past the linen cupboards and to the playroom. On the way there, there is an access point for the attic.",How do I get from the bedroom to the playroom? I want to walk past the linen cupboards.,"To get from the bedroom to the playroom while walking past the linen cupboards, take the short staircase from the bedroom, pass the linen cupboards, and you will reach the playroom.","Consider an image depicted by: ""The image shows the upper level floor plan for a house being built by CGA Construction in Oklahoma. The rooms on the floor plan are as follows:
- There is a bathroom which has two doors leading off it. The first door leads to a small series of stairs and a playroom. The second doorway leads to a dressing room.
- The dressing room has two doorways leading off it, and an open plan entrance connecting it to the bedroom. The two doorways lead separately to the bathroom and the walk-in closet. The walk-in closet is a dead end which reaches only the dressing room.
- As well as being connected to the dressing room, the bedroom has a doorway which leads to two separate locations. Firstly, there is a staircase leading downstairs. Secondly, there is a short staircase leading past the linen cupboards and to the playroom. On the way there, there is an access point for the attic."". 
Now, answer the following question concisely: ""How do I get from the bedroom to the playroom? I want to walk past the linen cupboards."". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/53_tested_skill_color_5a639b9ea7739f07.png,Color,,"There is a red bowl full of vegetables here.  Closest towards the bottom right and touching the bowl are two red tomatoes on a vine, then an eggplant, another tomato, a green pepper, a yellow peper, and a smaller jalepeno pepper atop in the middle.",Starting with the tomato on a vine list the colors of the vegetables touching the side of the bowl.,"red, purple, red, green, yellow","Consider an image depicted by: ""There is a red bowl full of vegetables here.  Closest towards the bottom right and touching the bowl are two red tomatoes on a vine, then an eggplant, another tomato, a green pepper, a yellow peper, and a smaller jalepeno pepper atop in the middle."". 
Now, answer the following question concisely: ""Starting with the tomato on a vine list the colors of the vegetables touching the side of the bowl."". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/444_tested_skill_physical_knowledge_ballet-split-dancer-pointe-thumbnail.png,Physical Knowledge,,A female is sitting but has one leg stretched out to her left side and the other stretched out to her right side.,What is this called? Can anyone do this?,"This is called doing the splits. Not everyone can do this, as it requires flexibility and practice.","Consider an image depicted by: ""A female is sitting but has one leg stretched out to her left side and the other stretched out to her right side."". 
Now, answer the following question concisely: ""What is this called? Can anyone do this?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/268_tested_skill_fashion_products_50569708677_9f1aa1220d_b.png,Fashion products,,"There are 8 metal tools pictured side by side. These are tools that people use on themselves and you don't need any special training in healthcare. From left to right, they are used for cuticles, scooping, cutting nails, cutting more difficult nails, just cutting, blackhead, tweezing, and a dual-purpose tool for cleaning and filing a nail.","What are each of these items called, and what is the purpose of these products, as a whole?","The items are called cuticle pusher, earwax scoop, nail clipper, toenail clipper, scissors, blackhead remover, tweezers, and nail cleaner/file. The purpose of these products, as a whole, is for personal grooming and hygiene maintenance.","Consider an image depicted by: ""There are 8 metal tools pictured side by side. These are tools that people use on themselves and you don't need any special training in healthcare. From left to right, they are used for cuticles, scooping, cutting nails, cutting more difficult nails, just cutting, blackhead, tweezing, and a dual-purpose tool for cleaning and filing a nail."". 
Now, answer the following question concisely: ""What are each of these items called, and what is the purpose of these products, as a whole?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/125_tested_skill_food_recipe_4db5fdeafe3312c9.png,Food Recipe,,There is a glass cup of a pink smoothie next to a blender filled with the same drink. It is most likely made of strawberries based on the color and texture.,What is in this and how to I make it at home?,"This image shows a strawberry smoothie. To make it at home, blend strawberries with your choice of liquid (e.g., milk, yogurt, or juice) and sweetener (e.g., honey or sugar) until smooth.","Consider an image depicted by: ""There is a glass cup of a pink smoothie next to a blender filled with the same drink. It is most likely made of strawberries based on the color and texture."". 
Now, answer the following question concisely: ""What is in this and how to I make it at home?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/345_tested_skill_technical_support_55450327_5671bfb5ac_b.png,Technical Support,,"There is a picture of a small grey metal box held to the white stucco ceiling with metal brackets. A black power cable goes from an outlet above it to the back of the box, and there are rubber leads going to the left off camera. In white letters on red on the grey metal box is ""Overhead Door"", making it apparent this is a garage door opener.",How does this help someone park their car? What else would they need to carry with them for this to work?,"This helps someone park their car by opening the garage door using the ""Overhead Door"" garage door opener. They would need to carry a compatible remote control or have a smartphone app to operate the opener.","Consider an image depicted by: ""There is a picture of a small grey metal box held to the white stucco ceiling with metal brackets. A black power cable goes from an outlet above it to the back of the box, and there are rubber leads going to the left off camera. In white letters on red on the grey metal box is ""Overhead Door"", making it apparent this is a garage door opener."". 
Now, answer the following question concisely: ""How does this help someone park their car? What else would they need to carry with them for this to work?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/285_tested_skill_dressing_sense__111254203_8d8f9dd1-cecb-4acd-a4d9-9455dffd652d.jpg.webp.png,Dressing sense,,"This is a picture of what appears to be the summit of Mt. Everest, with the mountain stretching out of frame below, its rocky crags covered in snow, and a long line of people, in single file, stretched from the lower right of the image far towards the center, where the mountain's summit is, dressed in heavy winter clothing.","What is the appropriate shoes and clothes to wear when going to this beautiful location, and what will happen if you do not dress correctly?","The appropriate attire for this location includes heavy winter clothing, insulated mountaineering boots, and proper climbing gear. If not dressed correctly, one may experience hypothermia, frostbite, or other cold-related injuries.","Consider an image depicted by: ""This is a picture of what appears to be the summit of Mt. Everest, with the mountain stretching out of frame below, its rocky crags covered in snow, and a long line of people, in single file, stretched from the lower right of the image far towards the center, where the mountain's summit is, dressed in heavy winter clothing."". 
Now, answer the following question concisely: ""What is the appropriate shoes and clothes to wear when going to this beautiful location, and what will happen if you do not dress correctly?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/65_tested_skill_counting_befa7a8cf5355eb0.png,Counting,,"This is an image of a table top with a cartoonish black person in front of a podium, one green die and 4 white ones. On the furthest white die, there is a 2, 1 and a 3 showing on its faces. On the next die to the left, there is a 3, 5 and a 1 showing. In the center white die, a 5, 4 and 1 can be seen on the visible faces, and in the left corner die, there is a 2, 4 and 1 viewable. The final die is showing 6, 5, and 4.",Can you count all the dots on the white dice shown in the image?,"Yes, there are 45 dots on the white dice shown in the image.","Consider an image depicted by: ""This is an image of a table top with a cartoonish black person in front of a podium, one green die and 4 white ones. On the furthest white die, there is a 2, 1 and a 3 showing on its faces. On the next die to the left, there is a 3, 5 and a 1 showing. In the center white die, a 5, 4 and 1 can be seen on the visible faces, and in the left corner die, there is a 2, 4 and 1 viewable. The final die is showing 6, 5, and 4."". 
Now, answer the following question concisely: ""Can you count all the dots on the white dice shown in the image?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/219_tested_skill_write_a_story_56f713525b044dbb.png,Write a Story,,There is a floating soap bubble that is reflecting purple and yellow light. The background is a blurry green environment.,"Write a sci-fi story about bubbles that appear and hatch mythical creatures from one four elements of earth, water, wind, and fire. Start with the elemental that is aligned with the image.","In a distant future, Earth had become a lush, green utopia. The air was pure, and the environment thrived under the watchful eye of the Elemental Guardians. These mythical creatures, born from the four elements of earth, water, wind, and fire, maintained the balance of nature and protected the planet from harm.

One day, a peculiar phenomenon began to occur. Floating soap bubbles, reflecting purple and yellow light, appeared out of nowhere. They drifted gracefully through the air, capturing the attention of the inhabitants of this world. No one knew where they came from or what they were, but they were undeniably beautiful.

As the days passed, the bubbles grew in number, and people started to notice a pattern. Each bubble seemed to be aligned with one of the four elements, and they would hatch into a mythical creature representing that element. The first to hatch was a bubble reflecting the colors of the wind.

From the delicate, shimmering membrane emerged a majestic creature with wings as transparent as the air itself. It soared through the sky, its iridescent feathers shimmering with every flap. The people marveled at the sight, realizing that this was a new Elemental Guardian, born from the wind.

Soon after, bubbles aligned with the other elements began to hatch. From a bubble reflecting the colors of water, a serpentine creature with shimmering scales emerged, taking its place in the depths of the ocean. From a bubble reflecting the colors of earth, a colossal creature with a body made of stone and moss lumbered through the forests, tending to the plants and animals. And from a bubble reflecting the colors of fire, a fierce, fiery beast erupted, its flames illuminating the night sky.

The appearance of these new Elemental Guardians brought both awe and fear to the people of Earth. They wondered what their purpose was and whether they were a blessing or a curse. As the creatures began to interact with the world, it became clear that they were here to help maintain the balance of nature, just like the original Elemental Guardians.

However, their presence also attracted the attention of an ancient, malevolent force that sought to disrupt the harmony of the planet. This dark power saw the bubbles as a means to infiltrate the world and corrupt the elements. It began to create its own bubbles, filled with twisted, monstrous creatures that wreaked havoc on the environment.

The Elemental Guardians, both old and new, joined forces to combat this threat. They fought valiantly, their powers combining in a dazzling display of elemental might. The battle raged on, the fate of the planet hanging in the balance.

In the end, the Elemental Guardians emerged victorious, driving the dark force back into the shadows. The world was once again safe, and the people celebrated the bravery and strength of their protectors.

From that day on, the bubbles continued to appear, bringing forth new Elemental Guardians to join the ranks of the old. Together, they watched over the Earth, ensuring that the balance of nature remained undisturbed and that the planet continued to flourish in peace and harmony.","Consider an image depicted by: ""There is a floating soap bubble that is reflecting purple and yellow light. The background is a blurry green environment."". 
Now, answer the following question concisely: ""Write a sci-fi story about bubbles that appear and hatch mythical creatures from one four elements of earth, water, wind, and fire. Start with the elemental that is aligned with the image."". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/211_tested_skill_write_a_story_0a398a6311419953.png,Write a Story,,"It is a vintage photo of metal gears attached to some type of machinery. There are 5 gears showing or partially showing. From the lower right, we can see ~2/3 of the largest gear, which sits in front of, and is in contact with, the center of a smaller gear directly to its left. The smaller gear is in contact with other gears of the same size, one directly to its left showing ~3/4 of it, and the other ~45 degrees to its upper right, which is cut off at the very top. The one on the upper right has a giant bolt in the center, while the one furthest to the left has a pin in the center and is in contact with a gear directly below it. That gear is in the lower left of the photo, showing only ~1/5 of the top of it.",Write a short story about the movement focusing on the connections between the individual pieces of the object shown in the image.,"In a dusty old workshop, hidden away from the world, a collection of metal gears lay dormant, waiting for their moment to come alive. The gears, each with their own unique characteristics, were part of a mysterious machine that had been long forgotten.

One day, a curious breeze blew through the workshop, stirring the gears from their slumber. The largest gear, a magnificent piece with two-thirds of its body visible, felt the wind and began to turn. As it moved, it connected with the smaller gear beside it, transferring its energy and setting the smaller gear in motion.

The smaller gear, nestled comfortably in the center of the arrangement, felt a sense of purpose as it spun. It reached out to its neighbors, sharing its newfound energy with them. To its left, another gear of the same size began to turn, revealing three-quarters of its body as it joined the dance.

Simultaneously, the smaller gear connected with another companion, positioned 45 degrees to its upper right. This gear, partially hidden from view, spun with enthusiasm despite being cut off at the top. A giant bolt in its center held it firmly in place, ensuring its stability as it moved.

The gear furthest to the left, adorned with a pin in its center, felt the energy from its companions and eagerly joined the movement. As it spun, it reached down to the gear below it, a hidden gem tucked away in the lower left corner of the image. With only a fifth of its body visible, this final gear embraced the connection and began to move.

As the gears spun in harmony, their connections grew stronger, and the mysterious machine came to life. The once dormant workshop was now filled with the rhythmic hum of the gears working together, each piece playing its part in the grand design. The connections between the individual gears breathed life into the forgotten machine, and for a moment, the workshop was alive with the magic of their movement.","Consider an image depicted by: ""It is a vintage photo of metal gears attached to some type of machinery. There are 5 gears showing or partially showing. From the lower right, we can see ~2/3 of the largest gear, which sits in front of, and is in contact with, the center of a smaller gear directly to its left. The smaller gear is in contact with other gears of the same size, one directly to its left showing ~3/4 of it, and the other ~45 degrees to its upper right, which is cut off at the very top. The one on the upper right has a giant bolt in the center, while the one furthest to the left has a pin in the center and is in contact with a gear directly below it. That gear is in the lower left of the photo, showing only ~1/5 of the top of it."". 
Now, answer the following question concisely: ""Write a short story about the movement focusing on the connections between the individual pieces of the object shown in the image."". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/96_tested_skill_animals_425e7bed803e780c.png,Animals,,This is a grainy image of an orange and white Shiba Inu standing outside. The animal is being led on a leash by a person nearby wearing a white t-shirt and black pants.,What kind of animal is this?  Is this animal always black and white or does it have other coat colors?,"This is a Shiba Inu, an animal that can have orange and white coat colors, as well as other variations.","Consider an image depicted by: ""This is a grainy image of an orange and white Shiba Inu standing outside. The animal is being led on a leash by a person nearby wearing a white t-shirt and black pants."". 
Now, answer the following question concisely: ""What kind of animal is this?  Is this animal always black and white or does it have other coat colors?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/3_tested_skill_exercise_ac712b0eff62a4f4.png,Exercise,,A male gymnast is holding himself up on still rings while flexing his legs forward in a seated position. He is using both of his arms for balance.,Would someone with only one arm be able to easily execute this maneuver?,"No, someone with only one arm would not be able to easily execute this maneuver.","Consider an image depicted by: ""A male gymnast is holding himself up on still rings while flexing his legs forward in a seated position. He is using both of his arms for balance."". 
Now, answer the following question concisely: ""Would someone with only one arm be able to easily execute this maneuver?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/357_tested_skill_recognition_United_States_Capitol_Building.png,Recognition,,"This is an image of the domed capital building in Washington D.C., under a blue mostly cloudless sky.",Where is this at?,This is at the domed capital building in Washington D.C.,"Consider an image depicted by: ""This is an image of the domed capital building in Washington D.C., under a blue mostly cloudless sky."". 
Now, answer the following question concisely: ""Where is this at?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/392_tested_skill_figurative_speech_explanation_1517422143_b086c5db98_b.png,Figurative Speech Explanation,,There is a man standing in the street giving a swift kick to a bucket which is flying in the air.,What action is happening here? What do people commonly use as a euphemism for?,"A man is kicking a bucket in the air. The euphemism ""kicking the bucket"" commonly refers to dying.","Consider an image depicted by: ""There is a man standing in the street giving a swift kick to a bucket which is flying in the air."". 
Now, answer the following question concisely: ""What action is happening here? What do people commonly use as a euphemism for?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/185_tested_skill_house_plan_understanding_09a983d4345baa82.png,House Plan Understanding,,"This is a blueprint plan of a ranch-style house from 1958. Looking down from above, with left being east, right being west, and up and down being north and south respectively, at the far left is the living room. The living room is connected to the kitchen to the north and the front door and entryway to the west. The kitchen is connected to the dining room to the east and the dining room is connected to the entryway to the south. The entryway is connected to the garage to the east. To the north of the garage is a small hallway with three bedrooms. Off the hallway, the smallest bedroom and then the next smallest bedroom are connected to the south.",How do I go from the kitchen to the smallest bedroom in the house?,"From the kitchen, go east to the dining room, then south to the entryway, then east to the garage, then north to the small hallway, and finally south to the smallest bedroom.","Consider an image depicted by: ""This is a blueprint plan of a ranch-style house from 1958. Looking down from above, with left being east, right being west, and up and down being north and south respectively, at the far left is the living room. The living room is connected to the kitchen to the north and the front door and entryway to the west. The kitchen is connected to the dining room to the east and the dining room is connected to the entryway to the south. The entryway is connected to the garage to the east. To the north of the garage is a small hallway with three bedrooms. Off the hallway, the smallest bedroom and then the next smallest bedroom are connected to the south."". 
Now, answer the following question concisely: ""How do I go from the kitchen to the smallest bedroom in the house?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/371_tested_skill_history_knowledge_40141714913_7533c4090d.png,History Knowledge,,Freddie Mercury is wearing his iconic white outfit and performing for thousands of people.,"Who does this image depict, and why is the event he's at significant? Why was it organized, and what was the outcome? What was this man's role in helping it make history?","This image depicts Freddie Mercury, the lead singer of the band Queen, performing at a significant event due to the massive audience. The event was organized to entertain and showcase his talent, resulting in a memorable and historic performance. Mercury's role in making history was his exceptional stage presence and vocal abilities, which contributed to the band's lasting impact on the music industry.","Consider an image depicted by: ""Freddie Mercury is wearing his iconic white outfit and performing for thousands of people."". 
Now, answer the following question concisely: ""Who does this image depict, and why is the event he's at significant? Why was it organized, and what was the outcome? What was this man's role in helping it make history?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/74_tested_skill_directions_7e42b6deffe9f0ad.png,Directions,,"There is a globe positioned to show everything from Africa on the left, China on the right, Russia on top and the bottom of the globe is cut off just below the tip of India. Also outermost 1/3 of Russia and China or out of view.",How many of the countries shown on the globe have a coast on the Arabian Sea?,4,"Consider an image depicted by: ""There is a globe positioned to show everything from Africa on the left, China on the right, Russia on top and the bottom of the globe is cut off just below the tip of India. Also outermost 1/3 of Russia and China or out of view."". 
Now, answer the following question concisely: ""How many of the countries shown on the globe have a coast on the Arabian Sea?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/282_tested_skill_dressing_sense_4988645965_433cc24ae4_b.png,Dressing sense,,A women is wearing sunglasses inside a brightly light store. She is picking up her sweat pants that are falling off.,Does this woman's glasses help her see the items on the shelves around her better? What accessory would help her address the wardrobe issue she's having?,"No, the sunglasses might hinder her vision in the brightly lit store. A belt would help her address the wardrobe issue with her sweatpants.","Consider an image depicted by: ""A women is wearing sunglasses inside a brightly light store. She is picking up her sweat pants that are falling off."". 
Now, answer the following question concisely: ""Does this woman's glasses help her see the items on the shelves around her better? What accessory would help her address the wardrobe issue she's having?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/335_tested_skill_building_materials_5225259141_67c6853084_b.png,Building materials,,"There is a series of adobe houses shown here under a clear blue sky. The adobe is a light brown color, and the houses are cubical and stacked on top of each other, with an open door and small square open window on each, with outcroppings of wooden poles. The houses are stacked 3 layers high, with at least 3 houses on each layer.",What materials would you need to build one of these?,"To build one of these adobe houses, you would need adobe bricks (made from clay, sand, and straw), wooden poles, and materials for a door and window.","Consider an image depicted by: ""There is a series of adobe houses shown here under a clear blue sky. The adobe is a light brown color, and the houses are cubical and stacked on top of each other, with an open door and small square open window on each, with outcroppings of wooden poles. The houses are stacked 3 layers high, with at least 3 houses on each layer."". 
Now, answer the following question concisely: ""What materials would you need to build one of these?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/257_tested_skill_differently_abled_StopGap.png,Differently abled,,"This image is of an exterior store front and sidewalk, showing two portable wedge ramps, one green and one red. The ramps are positioned against the step to two retail doorways, and seem to bridge the vertical distance between the level of the sidewalk and the step up to the doorway. The ramps are printed with ""STOPGAP.CA"" on the top surface.",Would a disabled wheelchair bound individual find it easy to go into this store?,"Yes, a disabled wheelchair-bound individual would likely find it easy to go into this store, as the portable wedge ramps bridge the vertical distance between the sidewalk and the doorway.","Consider an image depicted by: ""This image is of an exterior store front and sidewalk, showing two portable wedge ramps, one green and one red. The ramps are positioned against the step to two retail doorways, and seem to bridge the vertical distance between the level of the sidewalk and the step up to the doorway. The ramps are printed with ""STOPGAP.CA"" on the top surface."". 
Now, answer the following question concisely: ""Would a disabled wheelchair bound individual find it easy to go into this store?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/308_tested_skill_tour_guide_image.png,Tour guide,,There is a row of 6 houses on Steiner Street in San Francisco. They are pretty much identical in their Victorian architecture and size but each one is a slightly different color.,What makes this specific row of houses so famous? What are they typically called?,"This specific row of houses is famous for their Victorian architecture and varying colors. They are typically called the ""Painted Ladies.""","Consider an image depicted by: ""There is a row of 6 houses on Steiner Street in San Francisco. They are pretty much identical in their Victorian architecture and size but each one is a slightly different color."". 
Now, answer the following question concisely: ""What makes this specific row of houses so famous? What are they typically called?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/151_tested_skill_guesstimate_of_capacity_1dc8c1935d5f1b1e.png,Guesstimate of capacity,,"There is a room full of at least 12 deep boxes, one which has the text, ""MannaPack Rice"" with CR 1, AU 0, EA 3, CH 4, SC 5, and the date 4/2/14.",How much can fit into all of these?,It is impossible to determine the exact amount that can fit into all of these boxes without knowing their dimensions or capacity.,"Consider an image depicted by: ""There is a room full of at least 12 deep boxes, one which has the text, ""MannaPack Rice"" with CR 1, AU 0, EA 3, CH 4, SC 5, and the date 4/2/14."". 
Now, answer the following question concisely: ""How much can fit into all of these?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/344_tested_skill_technical_support_Wireless_network.png,Technical Support,,There is an early 90s era Macbook sitting on a table and right behind it is a wifi router and modem.,How can I connect these two devices if the laptop did not come with the necessary port? What options are available to help me achieve that goal?,"To connect the early 90s MacBook to the WiFi router and modem, you can use a USB-to-Ethernet adapter if the laptop has a USB port, or a PCMCIA-to-Ethernet card if it has a PCMCIA slot. Alternatively, you can use a wireless USB adapter to connect to the WiFi network directly.","Consider an image depicted by: ""There is an early 90s era Macbook sitting on a table and right behind it is a wifi router and modem."". 
Now, answer the following question concisely: ""How can I connect these two devices if the laptop did not come with the necessary port? What options are available to help me achieve that goal?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/112_tested_skill_home_renovation_0a15d0aae0dfcbc6.png,Home Renovation,,The top part of the wall is painted blue and the bottom is painted a pinkish white. The carpet is blue. The sofa is pink with gray cushions.,We found out the gender of our baby isn't the one we expected; what color should we repaint this room now?,"You can repaint the room with gender-neutral colors like light green, yellow, or gray.","Consider an image depicted by: ""The top part of the wall is painted blue and the bottom is painted a pinkish white. The carpet is blue. The sofa is pink with gray cushions."". 
Now, answer the following question concisely: ""We found out the gender of our baby isn't the one we expected; what color should we repaint this room now?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/269_tested_skill_fashion_products_1200px-Makeup_brush.png,Fashion products,,"A make-up brush, with a black handle, bronze encasement, and soft black bristles, is laying on a white background.",What do I use this for and what are some tips for using it correctly?,"You use this make-up brush for applying cosmetics, such as foundation, blush, or eyeshadow. Tips for using it correctly include: clean it regularly, use gentle strokes, tap off excess product, and blend for a seamless finish.","Consider an image depicted by: ""A make-up brush, with a black handle, bronze encasement, and soft black bristles, is laying on a white background."". 
Now, answer the following question concisely: ""What do I use this for and what are some tips for using it correctly?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/99_tested_skill_animals_55e132adad8618c8.png,Animals,,There are dogs that look like Dingos. They are standing on gray rock. They look like they are inside an enclosure that is fenced off.,Do these appear to be domesticated dogs or are they wild.  What is the name of this breed?,These appear to be domesticated dogs that look like Dingos. The breed name is not specified.,"Consider an image depicted by: ""There are dogs that look like Dingos. They are standing on gray rock. They look like they are inside an enclosure that is fenced off."". 
Now, answer the following question concisely: ""Do these appear to be domesticated dogs or are they wild.  What is the name of this breed?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/41_tested_skill_climate_and_weather_understanding_1da35ffdf63ced85.png,Climate and Weather understanding,,"The image shows a person carrying a carrier bag and umbrella walking along a rainy sidewalk. In the background there is a bus and truck. The person’s bag and clothing are soaking wet and the ground is saturated with water. The umbrella they are holding above their head is covered in rain and appears to be struggling to withstand high winds, based on the way its sides are folded over slightly and the angle the person is holding it at.",What is happening to cause the person to be using that item over their head and what causes it to happen?,"The person is using an umbrella over their head to protect themselves from the rain, which is caused by the condensation of atmospheric water vapor into droplets that fall to the ground.","Consider an image depicted by: ""The image shows a person carrying a carrier bag and umbrella walking along a rainy sidewalk. In the background there is a bus and truck. The person’s bag and clothing are soaking wet and the ground is saturated with water. The umbrella they are holding above their head is covered in rain and appears to be struggling to withstand high winds, based on the way its sides are folded over slightly and the angle the person is holding it at."". 
Now, answer the following question concisely: ""What is happening to cause the person to be using that item over their head and what causes it to happen?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/73_tested_skill_directions_806c3c248b3a4cdc.png,Directions,,"This is a metal outdoor pole titled ""Sister Cities of Los Angeles"" at the top with many signs attached at various angles underneath, presumably telling the distance to various other city locations. Pointing to the left, from the top down are signs labeled ""St Petersburg 5720 mi"", ""Kaunas 5901 mi"", ""Yerevan 7198 mi"", ""Berlin 5759 mi"", ""Ischia 6448 mi"", and ""Split 6396 mi"".",How many places will I go through before I reach Ischia based off the sign?,4,"Consider an image depicted by: ""This is a metal outdoor pole titled ""Sister Cities of Los Angeles"" at the top with many signs attached at various angles underneath, presumably telling the distance to various other city locations. Pointing to the left, from the top down are signs labeled ""St Petersburg 5720 mi"", ""Kaunas 5901 mi"", ""Yerevan 7198 mi"", ""Berlin 5759 mi"", ""Ischia 6448 mi"", and ""Split 6396 mi""."". 
Now, answer the following question concisely: ""How many places will I go through before I reach Ischia based off the sign?"". 
Answer: "
